"store","order_id","avg"
"044d56734d20e04984d846dade6d39f3","0906388bf9f5db7f12b83e14763b8af0","0.98750000000000000000"
"044d56734d20e04984d846dade6d39f3","0a67e16909dae9b62d63d6289c5ecedb","2.0000000000000000"
"044d56734d20e04984d846dade6d39f3","0ad4c59b4641b63d775f074aee9a5d8c","1.2500000000000000"
"044d56734d20e04984d846dade6d39f3","0b05ca2b1ee4de15cbbd5c3cd64f1201","1.00000000000000000000"
"044d56734d20e04984d846dade6d39f3","0bcfc93bf133a8499a63de87e27198e4","1.00000000000000000000"
"044d56734d20e04984d846dade6d39f3","0dc4593b5e35472e5c7190c421f65bf7","2.6666666666666667"
"044d56734d20e04984d846dade6d39f3","0f5945c184c87155a96a8b888eb9bb0c","1.00000000000000000000"
"044d56734d20e04984d846dade6d39f3","192c53e476305f12856708a1a9f9850b","1.2500000000000000"
"044d56734d20e04984d846dade6d39f3","1b5a9e9768f4ca7be25d136fdcb9c2d3","1.00000000000000000000"
"044d56734d20e04984d846dade6d39f3","1ba665043a61665da040095112c312b6","1.2500000000000000"
"044d56734d20e04984d846dade6d39f3","1fde9cb98e382c0dac1a1164150029d0","1.00000000000000000000"
"044d56734d20e04984d846dade6d39f3","1ffc0b3133ac52a398489323fb938878","3.0000000000000000"
"044d56734d20e04984d846dade6d39f3","27d18d2ba4897c1fae31bf2ea3792b5a","0.93571428571428571429"
"044d56734d20e04984d846dade6d39f3","27fe4445196403cb7b3926390371d78d","1.5000000000000000"
"044d56734d20e04984d846dade6d39f3","2b179e02682450293416503489fbc985","1.00000000000000000000"
"044d56734d20e04984d846dade6d39f3","2c0ee8a58cfa7886b621fa04e1ee1e5b","1.00000000000000000000"
"044d56734d20e04984d846dade6d39f3","2e852126e213221a6873a30fae18a095","1.00000000000000000000"
"044d56734d20e04984d846dade6d39f3","2f819d9c86a25d717e2bcb80e0f48a80","0.82727272727272727273"
"044d56734d20e04984d846dade6d39f3","3301c0572a3957da95c3e4fcc467e701","1.00000000000000000000"
"044d56734d20e04984d846dade6d39f3","385563bb59a6059fbbf24d19090f3d52","1.00000000000000000000"
"044d56734d20e04984d846dade6d39f3","3c2a84e2b221e8cad6ffc189688d7cfd","0.72307692307692307692"
"044d56734d20e04984d846dade6d39f3","3e6de954c712423186bd7ac0b71fecf0","1.5000000000000000"
"044d56734d20e04984d846dade6d39f3","41d22dd6ee106d51058f6d6d660d5fba","1.5000000000000000"
"044d56734d20e04984d846dade6d39f3","487f4d93e694d8bfa6215af23a8916d4","2.3333333333333333"
"044d56734d20e04984d846dade6d39f3","4a970be1efa3ab831b6472cd8ce4c53d","1.00000000000000000000"
"044d56734d20e04984d846dade6d39f3","5da011393da9e560acdfc934505f559e","0.46666666666666666667"
"044d56734d20e04984d846dade6d39f3","602268f58c202f21fff606700e103687","1.2214285714285714"
"044d56734d20e04984d846dade6d39f3","62734248d79c03f6e2134b438117ac92","1.02500000000000000000"
"044d56734d20e04984d846dade6d39f3","65475d96bc32b4098e750f5520ea5b63","2.0000000000000000"
"044d56734d20e04984d846dade6d39f3","6afbc0b497072d43456696782c4855ee","1.00000000000000000000"
"044d56734d20e04984d846dade6d39f3","6ff5da7606b4a0f2ac75c9b1823bc006","1.00000000000000000000"
"044d56734d20e04984d846dade6d39f3","74ba2e348d7ed754c1f927a47a021039","1.1625000000000000"
"044d56734d20e04984d846dade6d39f3","763cf60c39c6bab93f1a7b2a1fcfd001","6.0000000000000000"
"044d56734d20e04984d846dade6d39f3","796abaca878372736c750427be79f814","3.3333333333333333"
"044d56734d20e04984d846dade6d39f3","7a56086958aa39d678081acb97ef6579","1.2500000000000000"
"044d56734d20e04984d846dade6d39f3","7a6de52224612b7abcdf8b8bbc2f8b78","1.4625000000000000"
"044d56734d20e04984d846dade6d39f3","7b0e95df49b8793421ddac8b88c7c2cf","1.00909090909090909091"
"044d56734d20e04984d846dade6d39f3","7e1f00434a50585b65eb95aa857cec78","2.0000000000000000"
"044d56734d20e04984d846dade6d39f3","8aafd5428c61f4bd01c60f0ee359950f","1.3142857142857143"
"044d56734d20e04984d846dade6d39f3","8b0eb54fdd841f4aafc3b8c6edc62be5","1.1818181818181818"
"044d56734d20e04984d846dade6d39f3","94b8347d9a7c6e911ce3a5cd2b29f081","0.55000000000000000000"
"044d56734d20e04984d846dade6d39f3","95d0a39a41885296e43bb3588d4c2875","2.0000000000000000"
"044d56734d20e04984d846dade6d39f3","97b4a435c9d40bd1c3d79845ae5f862d","3.0000000000000000"
"044d56734d20e04984d846dade6d39f3","99a360636e3cb03552b6d74b4ccef603","1.00000000000000000000"
"044d56734d20e04984d846dade6d39f3","9c401e1f26aa62aa5b62d23e16a81439","1.02500000000000000000"
"044d56734d20e04984d846dade6d39f3","a499b6b84f5ee9eb962ee681d05a2ef9","2.5000000000000000"
"044d56734d20e04984d846dade6d39f3","a973cae7ef920c6c2e2b775436b3a41d","1.00000000000000000000"
"044d56734d20e04984d846dade6d39f3","af69de2f91ecb098321d446c51e1f407","2.4307692307692308"
"044d56734d20e04984d846dade6d39f3","b052d71b24d005d6a70b93aee6f1d72a","0.83333333333333333333"
"044d56734d20e04984d846dade6d39f3","b3aca52fe966fa9ad15a41bdd4f265dd","2.0000000000000000"
"044d56734d20e04984d846dade6d39f3","b6578fface9ebb9cec63156c16c3e8eb","1.00833333333333333333"
"044d56734d20e04984d846dade6d39f3","ba96b59dddee74f7e3113813562e9234","1.2000000000000000"
"044d56734d20e04984d846dade6d39f3","bb3862027ba277937b009155865d9c5c","1.00000000000000000000"
"044d56734d20e04984d846dade6d39f3","bd6e0fea153f02d3616380d7e9f23788","0.75000000000000000000"
"044d56734d20e04984d846dade6d39f3","bf21416e8d47f3ae123113c4d520a0ce","1.00000000000000000000"
"044d56734d20e04984d846dade6d39f3","c29be5d015203f75b1c782fd86bb5345","1.7755000000000000"
"044d56734d20e04984d846dade6d39f3","c2c563b812f2914eabc4fd3d101c2768","2.0000000000000000"
"044d56734d20e04984d846dade6d39f3","c5df31978ab988170fa850f1e0af44bf","1.2000000000000000"
"044d56734d20e04984d846dade6d39f3","caf2503a2c513b5928cd19b4aa586d48","3.3333333333333333"
"044d56734d20e04984d846dade6d39f3","cd94d5166b560b4b4f61243875efe1d4","3.3333333333333333"
"044d56734d20e04984d846dade6d39f3","ce5668346a0426eacc2da7d3b629fdee","1.5000000000000000"
"044d56734d20e04984d846dade6d39f3","d0cd14ef5af62beafbb902b0acd73985","1.1166666666666667"
"044d56734d20e04984d846dade6d39f3","d21f99a8e5a2dd6834e4123abbe138d3","1.00000000000000000000"
"044d56734d20e04984d846dade6d39f3","d3f37c6190ac537ffd0db1c6131ff40d","1.3333333333333333"
"044d56734d20e04984d846dade6d39f3","d5e717f1edef683e5fd4608e839d762a","1.8571428571428571"
"044d56734d20e04984d846dade6d39f3","d65c170380d396db4491e0ae9f26454f","2.0000000000000000"
"044d56734d20e04984d846dade6d39f3","dbffa5ee430c173a416d71fef1ec404d","0.89321428571428571429"
"044d56734d20e04984d846dade6d39f3","dc14b25793e4da7e9203acf17a8b63f4","3.5000000000000000"
"044d56734d20e04984d846dade6d39f3","dde2f845df7d98d52d55f0769100bdcc","1.00000000000000000000"
"044d56734d20e04984d846dade6d39f3","e33f86de9eab35a4aa3263b1da62e87e","1.00000000000000000000"
"044d56734d20e04984d846dade6d39f3","e3f215d332cffe85ad521a4b8f42c5db","1.4375000000000000"
"044d56734d20e04984d846dade6d39f3","e9becc5b78963a6af4379b97091ea6b9","3.0000000000000000"
"044d56734d20e04984d846dade6d39f3","ebea3c5756fffdc64d419e34a9c538d8","1.00000000000000000000"
"044d56734d20e04984d846dade6d39f3","ecdddfb858cb18d2cf9a1489d5d526e4","0.55000000000000000000"
